Year,County,Yield,solar_radiation,humidity,wind_speed,wind_speed_max,precip_total,temp_min,temp_mean,temp_max,dewpoint_mean,vpd_max,vpd_min
2024,adams,120.1,19.265,74.825,2.965,12.01,29.869999999999997,50.85,62.6,74.35000000000001,53.01666666666667,15.786666666666669,0.5033333333333333
2024,green lake,168.3,19.51,75.53999999999999,2.9250000000000003,9.89,24.88,52.31666666666666,63.06666666666666,73.8,54.1,14.053333333333333,0.6066666666666667
2024,juneau,141.0,19.27,74.825,2.965,12.01,30.75,51.28333333333333,63.01666666666667,74.73333333333333,53.333333333333336,16.023333333333333,0.5316666666666666
2024,marquette,126.0,19.265,74.925,2.855,11.23,27.02,51.916666666666664,63.45,74.98333333333333,53.4,16.401666666666667,0.6816666666666666
2024,portage,159.5,18.655,76.90833333333335,2.8083333333333336,10.97,33.2,51.416666666666664,62.5,73.55,52.43333333333334,15.405,0.7400000000000001
2024,waupaca,140.8,19.04666666666667,75.83,2.8033333333333332,9.88,40.61,51.53333333333333,62.96666666666667,74.39999999999999,52.46666666666667,16.651666666666667,0.7416666666666667
2024,waushara,143.2,18.655,74.925,2.855,11.23,32.5,50.63333333333333,62.333333333333336,74.03333333333335,52.8,15.621666666666664,0.4533333333333333
2024,wood,128.6,18.518333333333334,76.69333333333333,2.8633333333333333,11.75,31.43,50.61666666666667,62.05,73.48333333333333,52.4,15.341666666666669,0.5850000000000001
2024,calumet,135.3,19.04666666666667,75.50666666666667,3.27,10.74,32.54,52.71666666666667,62.98333333333333,73.28333333333333,53.21666666666667,14.586666666666668,0.9416666666666664
2024,door,117.7,19.166666666666668,81.66833333333334,4.196666666666666,14.9,20.67,52.68333333333334,60.43333333333334,68.18333333333334,51.68333333333334,11.27,0.97
2024,fond du lac,180.1,19.51,75.53999999999999,2.9250000000000003,9.89,26.02,53.9,63.95,73.98333333333333,53.2,15.083333333333334,1.3416666666666668
2024,kewaunee,166.2,19.055000000000003,74.455,4.361666666666666,13.92,22.12,52.03333333333333,60.73333333333333,69.41666666666667,52.36666666666667,11.708333333333334,0.7600000000000001
2024,manitowoc,161.7,19.055000000000003,76.43833333333333,4.32,13.93,24.07,53.0,61.2,69.38333333333334,52.95,11.293333333333337,0.8833333333333333
